1001,0.578437702,0.127616475,0.51887336,0.408309179
1002,0.699257426,0.15502008,0.702428863,0.518902123
1003,0.601984564,0.248577929,0.650450336,0.50033761
1004,0.651113468,0.237247353,0.77730328,0.555221367
1005,0.668122271,0.198847262,0.834434753,0.567134762
1006,0.675159236,0.353859497,0.772025351,0.600348028
1007,0.943062827,0.178104575,0.899813072,0.673660158
1008,0.820657277,0.230207065,0.932875494,0.661246612
1009,0.559164733,0.265625,0.611925243,0.478904992
1010,0.79338843,0.244505495,0.554883161,0.530925695
1011,0.628450106,0.095310136,0.521584773,0.415115005
1012,0.766779203,0.194895592,0.606377055,0.52268395
1013,0.511529238,0.257032543,0.607403618,0.458655133
1014,0.611814346,0.136,0.328279639,0.358697995
1015,0.524747206,0.233388704,0.699431274,0.485855728
1016,0.65787234,0.118220597,0.65808249,0.478058476
1017,0.561685055,0.198918019,0.493686519,0.418096531
1018,0.744748568,0.235335196,0.747326635,0.575803466
1019,0.720661157,0.213980029,0.397275351,0.443972179
1020,0.747160494,0.265381764,0.881453991,0.631332083
1021,0.628318926,0.143841167,0.447401347,0.40652048
1022,0.69058296,0.22992126,0.821349358,0.580617859
1023,0.705414013,0.079854809,0.264539607,0.349936143
1024,0.716525935,0.299280576,0.712903332,0.576236614
1025,0.698630137,0.316005472,0.610364392,0.541666667
1026,0.714427861,0.115085537,0.623824597,0.484445998
1027,0.675,0.11238825,0.48152319,0.42297048
1028,0.441621622,0.131596984,0.519784051,0.364334219
1029,0.540983607,0.144288577,0.746660588,0.477310924
1030,0.605620155,0.361378205,0.56292442,0.50997426
1031,0.617487121,0.112230619,0.413435501,0.38105108
1032,0.747464503,0.274418605,0.721646305,0.581176471
1033,0.710420842,0.180614088,0.741309986,0.544114972
1034,0.717665615,0.288235294,0.758864532,0.588255147
1035,0.836842448,0.220268725,0.880226397,0.64577919
1059,0.697196262,0.236749117,0.421940955,0.451962111
1060,0.759869919,0.147675963,0.730206291,0.545917391
1061,0.753466872,0.282786885,0.512818755,0.516357504
1062,0.713884993,0.256902761,0.56380344,0.511530398
1063,0.537984496,0.174807198,0.451699169,0.388163621
1064,0.759358289,0.055515674,-0.08074845,0.244708504
1065,0.676571429,0.203266788,0.588693254,0.48951049
1066,0.646090535,0.073696145,0.053262965,0.257683215
1067,0.723255814,0.266019417,0.493059638,0.494111623
1068,0.696891192,0.304878049,0.566003025,0.522590755
1069,0.589506173,0.151190476,0.730193136,0.490296595
1070,0.692949204,0.305590062,0.596125935,0.531555067
1071,0.684955752,0.21486854,0.650817165,0.516880486
1072,0.535885167,0.334951456,0.413151292,0.427995972
1073,0.733744336,0.187246141,0.724224349,0.548404942
1074,0.672391017,0.228275862,0.616488231,0.50571837
1075,0.731086142,0.235964912,0.750781903,0.572610986
1076,0.769138756,0.289295393,0.548763012,0.535732387
1077,0.649141631,0.196638655,0.367259694,0.40434666
1078,0.65,0.221902017,0.316084636,0.395995551
1079,0.625625626,0.2230869,0.533532521,0.460748349
1080,0.630011455,0.243996158,0.359666938,0.41122485
1081,0.697063369,0.17429406,0.873135961,0.581497797
1082,0.678977273,0.243553009,0.774302299,0.56561086
1083,0.64516129,0.032808399,0.045861047,0.241276912
1084,0.461414791,0.216589862,0.41304798,0.363684211
1085,0.552327557,0.158055744,0.583109488,0.431164263
1086,0.644455905,0.149385384,-0.191879577,0.200653904
1087,0.656069364,0.162743091,0.46185402,0.426888825
1089,0.792,0.183615819,1.02968922,0.668435013
1090,0.638686131,0.064516129,0.416535812,0.373246024
1091,0.80152027,0.164904863,0.920732763,0.629052632
1092,0.693491124,0.103864734,0.955052072,0.584135977
1093,0.685113016,0.232005758,0.359890733,0.425669836
1117,0.609120521,0.275121951,0.772767958,0.55233681
