ANANTAPUR,ANANTAPUR,1001,Anatapur,Corporation,261004
ANANTAPUR,ANANTAPUR,1002,Dharmavaram,Selection,126958
ANANTAPUR,ANANTAPUR,1003,Guntakal,I,126270
ANANTAPUR,ANANTAPUR,1004,Hindupur,Special,151677
ANANTAPUR,ANANTAPUR,1005,Kadiri,II,89429
ANANTAPUR,ANANTAPUR,1006,Rayadurg,II,61749
ANANTAPUR,ANANTAPUR,1007,Tadipatri,I,108171
ANANTAPUR,ANANTAPUR,1154,Madakasira,NP,21464
ANANTAPUR,ANANTAPUR,1155,Puttaparthy,NP,30782
ANANTAPUR,ANANTAPUR,1156,Gooty,III,48838
ANANTAPUR,ANANTAPUR,1157,Pamidi,NP,26886
ANANTAPUR,ANANTAPUR,1158,Kalyanadurgam,III,44959
ANANTAPUR,CHITTOOR,1008,Chittor,Corporation,196601
ANANTAPUR,CHITTOOR,1009,Madanapalle,I,136414
ANANTAPUR,CHITTOOR,1010,Punganur,III,54746
ANANTAPUR,CHITTOOR,1011,Srikalahasti,II,80056
ANANTAPUR,CHITTOOR,1012,Tirupati,Corporation,374260
ANANTAPUR,CHITTOOR,1117,Palamaneru,III,51163
ANANTAPUR,CHITTOOR,1118,Nagari,III,62253
ANANTAPUR,CHITTOOR,1119,Puttur,III,54092
ANANTAPUR,YSR District,1013,Kadapa,Corporation,343054
ANANTAPUR,YSR District,1014,Proddatur,Special,162717
ANANTAPUR,YSR District,1120,Rajampeta,NP,47220
ANANTAPUR,YSR District,1121,Rayachoty,III,91234
ANANTAPUR,YSR District,1122,Pulivendula,III,65706
ANANTAPUR,YSR District,1123,Budwel,III,70626
ANANTAPUR,YSR District,1124,Jammalamadugu,NP,46069
ANANTAPUR,YSR District,1164,Mydukur,III,45790
ANANTAPUR,YSR District,1165,Yerraguntla,NP,32574
ANANTAPUR,KURNOOL,1015,Adoni,Special,166344
ANANTAPUR,KURNOOL,1016,Kurnool,Corporation,460184
ANANTAPUR,KURNOOL,1017,Nandyal,Special,200516
ANANTAPUR,KURNOOL,1018,Yemmiganur,I,95149
ANANTAPUR,KURNOOL,1125,Dhone,NP,59272
ANANTAPUR,KURNOOL,1161,Nandikotkur,III,46953
ANANTAPUR,KURNOOL,1162,Allagadda,NP,42404
ANANTAPUR,KURNOOL,1163,Gudur,NP,22270
ANANTAPUR,KURNOOL,1160,Atmakur,NP,45703
GUNTUR,GUNTUR,1019,Bapatla,II,70777
GUNTUR,GUNTUR,1020,Chilakaluripeta,I,101398
GUNTUR,GUNTUR,1022,Macherla,II,57290
GUNTUR,GUNTUR,1023,Mangalagiri,II,73613
GUNTUR,GUNTUR,1024,Narsaraopeta,I,116250
GUNTUR,GUNTUR,1025,Ponnur,II,59913
GUNTUR,GUNTUR,1026,Repalle,II,50866
GUNTUR,GUNTUR,1027,Sattenapalle,II,56721
GUNTUR,GUNTUR,1028,Tenali,Special,164937
GUNTUR,GUNTUR,1131,Vinukonda,III,59725
GUNTUR,GUNTUR,1132,Piduguralla,II,63103
GUNTUR,GUNTUR,1143,Tadepalli,III,54406
GUNTUR,GUNTUR,1021,Guntur,Corporation,743880
GUNTUR,NELLORE,1029,Gudur,II,60625
GUNTUR,NELLORE,1030,Kavali,II,97053
GUNTUR,NELLORE,1031,Nellore,Corporation,594783
GUNTUR,NELLORE,1127,Venkatagiri,III,51708
GUNTUR,NELLORE,1151,Atmakur,III,30556
GUNTUR,NELLORE,1152,Sullurpeta,III,27504
GUNTUR,NELLORE,1153,Naidupet,NP,47200
GUNTUR,PRAKASHAM,1032,Chirala,I,87200
GUNTUR,PRAKASHAM,1033,Kandukur,II,57246
GUNTUR,PRAKASHAM,1034,Markapur,II,71092
GUNTUR,PRAKASHAM,1035,Ongole,Corporation,251175
GUNTUR,PRAKASHAM,1148,Giddalur,NP,35150
GUNTUR,PRAKASHAM,1147,Addanki,NP,40353
GUNTUR,PRAKASHAM,1150,Kanigiri,NP,44755
GUNTUR,PRAKASHAM,1149,Chemakurthy,NP,30279
RAJAHMUNDRY,EAST GODAVARI,1059,Amalapuram,I,53231
RAJAHMUNDRY,EAST GODAVARI,1060,Kakinada,Corporation,335000
RAJAHMUNDRY,EAST GODAVARI,1061,Mandapet,II,53633
RAJAHMUNDRY,EAST GODAVARI,1062,Peddapuram,II,49477
RAJAHMUNDRY,EAST GODAVARI,1063,Pithapuram,II,52360
RAJAHMUNDRY,EAST GODAVARI,1064,Rajahmundry,Corporation,341831
RAJAHMUNDRY,EAST GODAVARI,1065,Ramachandrapuram,II,43657
RAJAHMUNDRY,EAST GODAVARI,1066,Samarlakot,II,56864
RAJAHMUNDRY,EAST GODAVARI,1067,Tuni,II,53425
RAJAHMUNDRY,EAST GODAVARI,1140,Yeleswaram,NP,32084
RAJAHMUNDRY,EAST GODAVARI,1139,Mummidivaram,NP,25355
RAJAHMUNDRY,EAST GODAVARI,1138,Gollaprolu,NP,23882
RAJAHMUNDRY,KRISHNA,1068,Gudivada,Special,118167
RAJAHMUNDRY,KRISHNA,1069,Jaggaiahpeta,II,53530
RAJAHMUNDRY,KRISHNA,1070,Machilipatnam,Special,169892
RAJAHMUNDRY,KRISHNA,1071,Nuzividu,II,58590
RAJAHMUNDRY,KRISHNA,1072,Pedana,III,30721
RAJAHMUNDRY,KRISHNA,1146,Tiruvuru,NP,34623
RAJAHMUNDRY,KRISHNA,1144,Vuyyuru,NP,46490
RAJAHMUNDRY,KRISHNA,1145,Nandigama,NP,44359
RAJAHMUNDRY,KRISHNA,1073,Vijayawada,Corporation,1034358
RAJAHMUNDRY,WEST GODAVARI,1074,Bhimavaram,Selection,142184
RAJAHMUNDRY,WEST GODAVARI,1075,Eluru,Corporation,203780
RAJAHMUNDRY,WEST GODAVARI,1076,Kovvur,III,39667
RAJAHMUNDRY,WEST GODAVARI,1077,Narsapur,I,58770
RAJAHMUNDRY,WEST GODAVARI,1078,Nidadhavole,II,43809
RAJAHMUNDRY,WEST GODAVARI,1079,Palakollu,I,61284
RAJAHMUNDRY,WEST GODAVARI,1080,Tadepalligudem,Selection,103906
RAJAHMUNDRY,WEST GODAVARI,1081,Tanuku,I,90430
RAJAHMUNDRY,WEST GODAVARI,1142,Jangareddygudem,NP,48994
VISAKHAPATNAM,SRIKAKULAM,1082,Amudalavalasa,III,39799
VISAKHAPATNAM,SRIKAKULAM,1083,Ichapuram,III,36493
VISAKHAPATNAM,SRIKAKULAM,1084,Palasa-Kasibugga,III,57507
VISAKHAPATNAM,SRIKAKULAM,1085,Srikakulam,I,133911
VISAKHAPATNAM,SRIKAKULAM,1133,Rajam,NP,42197
VISAKHAPATNAM,SRIKAKULAM,1134,Palakonda,NP,31572
VISAKHAPATNAM,VISAKHAPATNAM,1136,Narasipatnam,III,61540
VISAKHAPATNAM,VISAKHAPATNAM,1137,Yellamanchali,III,46159
VISAKHAPATNAM,VISAKHAPATNAM,1086,Visakhapatnam,Corporation,1878980
VISAKHAPATNAM,VIZIANAGARAM,1090,Bobbili,II,56819
VISAKHAPATNAM,VIZIANAGARAM,1091,Parvathipuram,I,53844
VISAKHAPATNAM,VIZIANAGARAM,1092,Saluru,II,49500
VISAKHAPATNAM,VIZIANAGARAM,1093,Vijayanagaram,Selection,244598
VISAKHAPATNAM,VIZIANAGARAM,1135,Nellimarla,NP,26259
