1147,Town Planning,Unauthorised / Illegal construction,15,36,false
1147,Town Planning,Unauthorised / Illegal construction,15,6,true
1147,Town Planning,Unauthorised / Illegal construction,15,68,false
1147,Town Planning,Unauthorised / Illegal construction,15,167,false
1147,Town Planning,Encroachment on the public property,2,173,false
1147,Town Planning,Removal of shops in the footpath,3,213,false
1015,Town Planning,Issues relating to Advertisement Boards,7,5,true
1015,Town Planning,Encroachment on the public property,2,16,false
1015,Town Planning,Encroachment on the public property,2,27,false
1015,Town Planning,Issues relating to Advertisement Boards,7,23,false
1015,Town Planning,Unauthorised / Illegal construction,15,6,true
1015,Town Planning,Parking Issue,1,7,false
1015,Town Planning,Unauthorised / Illegal construction,15,21,false
1015,Town Planning,Encroachment on the public property,2,10,false
1015,Town Planning,Encroachment on the public property,2,14,false
1015,Town Planning,Unauthorised / Illegal construction,15,19,false
1015,Town Planning,Encroachment on the public property,2,19,false
1015,Town Planning,Parking Issue,1,25,false
1015,Town Planning,Unauthorised / Illegal construction,15,8,true
1015,Town Planning,Unauthorised / Illegal construction,15,35,false
1015,Town Planning,Encroachment on the public property,2,3,false
1015,Town Planning,Issues relating to Advertisement Boards,7,2,true
1015,Town Planning,Unauthorised / Illegal construction,15,5,true
1015,Town Planning,Parking Issue,1,20,false
1015,Town Planning,Issues relating to Advertisement Boards,7,21,false
1015,Town Planning,Encroachment on the public property,2,37,false
1015,Town Planning,Unauthorised / Illegal construction,15,10,true
1015,Town Planning,Unauthorised / Illegal construction,15,20,false
1015,Town Planning,Unauthorised / Illegal construction,15,24,false
1015,Town Planning,Violation of DCR/Building bye laws,15,20,false
1015,Town Planning,Unauthorised / Illegal construction,15,28,false
1015,Town Planning,Unauthorised / Illegal construction,15,43,false
1015,Town Planning,Unauthorised Advt. Boards,3,6,false
1015,Town Planning,Removal of shops in the footpath,3,118,false
1015,Town Planning,Unauthorised / Illegal construction,15,23,false
1015,Town Planning,Unauthorised / Illegal construction,15,42,false
1015,Town Planning,Misuse of Community Hall,1,5,false
1015,Town Planning,Encroachment on the public property,2,43,false
1015,Town Planning,Unauthorised / Illegal construction,15,62,false
1015,Town Planning,Misuse of Community Hall,1,8,false
1015,Town Planning,Misuse of Community Hall,1,8,false
1015,Town Planning,Encroachment on the public property,2,13,false
1015,Town Planning,Unauthorised / Illegal construction,15,26,false
1015,Town Planning,Removal of shops in the footpath,3,29,false
1015,Town Planning,Unauthorised / Illegal construction,15,42,false
1015,Town Planning,Unauthorised / Illegal construction,15,43,false
1015,Town Planning,Unauthorised / Illegal construction,15,0,true
1015,Town Planning,Unauthorised / Illegal construction,15,0,true
1015,Town Planning,Encroachment on the public property,2,74,false
1015,Town Planning,Removal of shops in the footpath,3,77,false
1015,Town Planning,Unauthorised / Illegal construction,15,62,false
1015,Town Planning,Violation of DCR/Building bye laws,15,91,false
1060,Town Planning,Parking Issue,1,3,false
1015,Town Planning,Unauthorised / Illegal construction,15,0,true
1015,Town Planning,Encroachment on the public property,2,0,true
1015,Town Planning,Removal of shops in the footpath,3,175,false
1015,Town Planning,Issues relating to Advertisement Boards,7,111,false
1015,Town Planning,Encroachment on the public property,2,165,false
1015,Town Planning,Parking Issue,1,0,true
1015,Town Planning,Encroachment on the public property,2,123,false
1162,Town Planning,Unauthorised / Illegal construction,15,2,true
1162,Town Planning,Unauthorised / Illegal construction,15,3,true
1162,Town Planning,Encroachment on the public property,2,1,true
1162,Town Planning,Unauthorised / Illegal construction,15,2,true
1162,Town Planning,Parking Issue,1,10,false
1162,Town Planning,Unauthorised / Illegal construction,15,4,true
1162,Town Planning,Parking Issue,1,1,true
1060,Town Planning,Unauthorised Advt. Boards,3,37,false
1162,Town Planning,Parking Issue,1,8,false
1162,Town Planning,Unauthorised / Illegal construction,15,2,true
1162,Town Planning,Removal of shops in the footpath,3,1,true
1162,Town Planning,Encroachment on the public property,2,3,false
1162,Town Planning,Encroachment on the public property,2,1,true
1162,Town Planning,Encroachment on the public property,2,1,true
1162,Town Planning,Parking Issue,1,11,false
1162,Town Planning,Encroachment on the public property,2,12,false
1059,Town Planning,Encroachment on the public property,2,4,false
1059,Town Planning,Encroachment on the public property,2,2,true
1059,Town Planning,Over head cable Wires running in Hapazard manner,1,0,true
1059,Town Planning,Violation of DCR/Building bye laws,15,1,true
1059,Town Planning,Encroachment on the public property,2,2,true
1059,Town Planning,Encroachment on the public property,2,5,false
1059,Town Planning,Issues relating to Advertisement Boards,7,0,true
1059,Town Planning,Encroachment on the public property,2,1,true
1059,Town Planning,Encroachment on the public property,2,2,true
1082,Town Planning,Encroachment on the public property,2,4,false
1082,Town Planning,Encroachment on the public property,2,90,false
1082,Town Planning,Encroachment on the public property,2,92,false
1082,Town Planning,Parking Issue,1,2,false
1082,Town Planning,Encroachment on the public property,2,2,true
1082,Town Planning,Encroachment on the public property,2,2,true
1082,Town Planning,Encroachment on the public property,2,64,false
1082,Town Planning,Unauthorised / Illegal construction,15,2,true
1082,Town Planning,Removal of shops in the footpath,3,6,false
1082,Town Planning,Removal of shops in the footpath,3,6,false
1001,Town Planning,Encroachment on the public property,2,31,false
1001,Town Planning,Unauthorised / Illegal construction,15,3,true
1001,Town Planning,Unauthorised / Illegal construction,15,47,false
1001,Town Planning,Unauthorised / Illegal construction,15,25,false
1001,Town Planning,Unauthorised / Illegal construction,15,3,true
1001,Town Planning,Unauthorised / Illegal construction,15,2,true
1001,Town Planning,Encroachment on the public property,2,12,false
1001,Town Planning,Violation of DCR/Building bye laws,15,3,true
1001,Town Planning,Parking Issue,1,13,false
1001,Town Planning,Parking Issue,1,0,true
1001,Town Planning,Unauthorised / Illegal construction,15,14,true
1001,Town Planning,Encroachment on the public property,2,3,false
1001,Town Planning,Unauthorised / Illegal construction,15,9,true
1001,Town Planning,Unauthorised Advt. Boards,3,3,true
1001,Town Planning,Encroachment on the public property,2,13,false
1001,Town Planning,Parking Issue,1,27,false
1001,Town Planning,Encroachment on the public property,2,16,false
1001,Town Planning,Violation of DCR/Building bye laws,15,28,false
1001,Town Planning,Removal of shops in the footpath,3,12,false
1001,Town Planning,Removal of shops in the footpath,3,16,false
1001,Town Planning,Unauthorised / Illegal construction,15,28,false
1001,Town Planning,Unauthorised / Illegal construction,15,4,true
1001,Town Planning,Encroachment on the public property,2,39,false
1001,Town Planning,Encroachment on the public property,2,44,false
1160,Town Planning,Encroachment on the public property,2,5,false
1160,Town Planning,Encroachment on the public property,2,8,false
1160,Town Planning,Encroachment on the public property,2,6,false
1160,Town Planning,Parking Issue,1,16,false
1160,Town Planning,Unauthorised / Illegal construction,15,2,true
1160,Town Planning,Unauthorised / Illegal construction,15,3,true
1160,Town Planning,Unauthorised / Illegal construction,15,2,true
1160,Town Planning,Encroachment on the public property,2,3,false
1160,Town Planning,Violation of DCR/Building bye laws,15,16,false
1160,Town Planning,Unauthorised / Illegal construction,15,38,false
1160,Town Planning,Unauthorised / Illegal construction,15,54,false
1160,Town Planning,Unauthorised / Illegal construction,15,56,false
1151,Town Planning,Unauthorised / Illegal construction,15,20,false
1019,Town Planning,Encroachment on the public property,2,5,false
1019,Town Planning,Encroachment on the public property,2,30,false
1019,Town Planning,Unauthorised / Illegal construction,15,19,false
1019,Town Planning,Unauthorised / Illegal construction,15,19,false
1019,Town Planning,Parking Issue,1,5,false
1019,Town Planning,Removal of shops in the footpath,3,18,false
1019,Town Planning,Parking Issue,1,10,false
1074,Town Planning,Parking Issue,1,13,false
1074,Town Planning,Unauthorised / Illegal construction,15,13,true
1074,Town Planning,Unauthorised / Illegal construction,15,13,true
1074,Town Planning,Violation of DCR/Building bye laws,15,23,false
1074,Town Planning,Parking Issue,1,5,false
1074,Town Planning,Violation of DCR/Building bye laws,15,24,false
1074,Town Planning,Parking Issue,1,6,false
1074,Town Planning,Parking Issue,1,6,false
1074,Town Planning,Parking Issue,1,7,false
1074,Town Planning,Violation of DCR/Building bye laws,15,19,false
1074,Town Planning,Violation of DCR/Building bye laws,15,19,false
1074,Town Planning,Encroachment on the public property,2,9,false
1074,Town Planning,Unauthorised / Illegal construction,15,3,true
1074,Town Planning,Removal of shops in the footpath,3,4,false
1074,Town Planning,Unauthorised / Illegal construction,15,61,false
1074,Town Planning,Unauthorised / Illegal construction,15,3,true
1074,Town Planning,Unauthorised / Illegal construction,15,6,true
1074,Town Planning,Issues relating to Advertisement Boards,7,5,true
1074,Town Planning,Removal of shops in the footpath,3,1,true
1074,Town Planning,Removal of shops in the footpath,3,1,true
1074,Town Planning,Removal of shops in the footpath,3,1,true
1074,Town Planning,Unauthorised / Illegal construction,15,87,false
1074,Town Planning,Unauthorised / Illegal construction,15,10,true
1074,Town Planning,Encroachment on the public property,2,11,false
1074,Town Planning,Encroachment on the public property,2,4,false
1074,Town Planning,Violation of DCR/Building bye laws,15,8,true
1074,Town Planning,Encroachment on the public property,2,0,true
1074,Town Planning,Encroachment on the public property,2,2,true
1074,Town Planning,Encroachment on the public property,2,1,true
1074,Town Planning,Parking Issue,1,50,false
1074,Town Planning,Violation of DCR/Building bye laws,15,98,false
1074,Town Planning,Encroachment on the public property,2,2,true
1074,Town Planning,Unauthorised / Illegal construction,15,30,false
1074,Town Planning,Unauthorised / Illegal construction,15,34,false
1074,Town Planning,Encroachment on the public property,2,2,true
1074,Town Planning,Encroachment on the public property,2,1,true
1074,Town Planning,Encroachment on the public property,2,2,true
1074,Town Planning,Encroachment on the public property,2,3,false
1074,Town Planning,Encroachment on the public property,2,5,false
1074,Town Planning,Encroachment on the public property,2,2,true
1074,Town Planning,Encroachment on the public property,2,4,false
1074,Town Planning,Unauthorised / Illegal construction,15,130,false
1074,Town Planning,Encroachment on the public property,2,130,false
1074,Town Planning,Unauthorised / Illegal construction,15,0,true
1074,Town Planning,Unauthorised / Illegal construction,15,1,true
1074,Town Planning,Issues relating to Advertisement Boards,7,6,true
1074,Town Planning,Issues relating to Advertisement Boards,7,6,true
1074,Town Planning,Unauthorised / Illegal construction,15,5,true
1074,Town Planning,Issues relating to Advertisement Boards,7,7,true
1074,Town Planning,Unauthorised / Illegal construction,15,4,true
1074,Town Planning,Unauthorised / Illegal construction,15,5,true
1074,Town Planning,Unauthorised / Illegal construction,15,16,false
1074,Town Planning,Unauthorised / Illegal construction,15,16,false
1074,Town Planning,Violation of DCR/Building bye laws,15,9,true
1074,Town Planning,Unauthorised / Illegal construction,15,2,true
1074,Town Planning,Unauthorised / Illegal construction,15,2,true
1074,Town Planning,Violation of DCR/Building bye laws,15,160,false
1074,Town Planning,Violation of DCR/Building bye laws,15,160,false
1074,Town Planning,Violation of DCR/Building bye laws,15,2,true
1074,Town Planning,Unauthorised / Illegal construction,15,3,true
1074,Town Planning,Removal of shops in the footpath,3,10,false
1074,Town Planning,Unauthorised / Illegal construction,15,257,false
1074,Town Planning,Unauthorised / Illegal construction,15,16,false
1074,Town Planning,Violation of DCR/Building bye laws,15,6,true
1074,Town Planning,Encroachment on the public property,2,14,false
1074,Town Planning,Encroachment on the public property,2,14,false
1074,Town Planning,Parking Issue,1,1,true
1074,Town Planning,Parking Issue,1,6,false
1074,Town Planning,Parking Issue,1,11,false
1074,Town Planning,Violation of DCR/Building bye laws,15,14,true
1090,Town Planning,Unauthorised Advt. Boards,3,14,false
1090,Town Planning,Encroachment on the public property,2,3,false
1090,Town Planning,Unauthorised Advt. Boards,3,3,true
1090,Town Planning,Unauthorised Advt. Boards,3,9,false
1090,Town Planning,Issues relating to Advertisement Boards,7,0,true
1090,Town Planning,Issues relating to Advertisement Boards,7,12,false
1090,Town Planning,Issues relating to Advertisement Boards,7,5,true
1090,Town Planning,Unauthorised / Illegal construction,15,10,true
1090,Town Planning,Unauthorised / Illegal construction,15,18,false
1123,Town Planning,Unauthorised / Illegal construction,15,218,false
1123,Town Planning,Encroachment on the public property,2,231,false
1149,Town Planning,Encroachment on the public property,2,2,true
1149,Town Planning,Issues relating to Advertisement Boards,7,3,true
1149,Town Planning,Issues relating to Advertisement Boards,7,2,true
1149,Town Planning,Issues relating to Advertisement Boards,7,2,true
1149,Town Planning,Issues relating to Advertisement Boards,7,1,true
1149,Town Planning,Encroachment on the public property,2,0,true
1149,Town Planning,Encroachment on the public property,2,0,true
1149,Town Planning,Unauthorised / Illegal construction,15,1,true
1149,Town Planning,Unauthorised / Illegal construction,15,11,true
1149,Town Planning,Unauthorised / Illegal construction,15,0,true
1149,Town Planning,Unauthorised / Illegal construction,15,2,true
1149,Town Planning,Unauthorised / Illegal construction,15,2,true
1149,Town Planning,Encroachment on the public property,2,8,false
1149,Town Planning,Encroachment on the public property,2,2,true
1149,Town Planning,Encroachment on the public property,2,0,true
1149,Town Planning,Unauthorised Advt. Boards,3,0,true
1149,Town Planning,Unauthorised Advt. Boards,3,0,true
1149,Town Planning,Encroachment on the public property,2,2,true
1149,Town Planning,Unauthorised / Illegal construction,15,8,true
1149,Town Planning,Encroachment on the public property,2,2,true
1149,Town Planning,Encroachment on the public property,2,0,true
1149,Town Planning,Issues relating to Advertisement Boards,7,3,true
1020,Town Planning,Issues relating to Advertisement Boards,7,30,false
1020,Town Planning,Encroachment on the public property,2,16,false
1020,Town Planning,Issues relating to Advertisement Boards,7,21,false
1020,Town Planning,Issues relating to Advertisement Boards,7,23,false
1020,Town Planning,Unauthorised / Illegal construction,15,12,true
1020,Town Planning,Issues relating to Advertisement Boards,7,16,false
1020,Town Planning,Unauthorised / Illegal construction,15,19,false
1020,Town Planning,Misuse of Community Hall,1,14,false
1020,Town Planning,Misuse of Community Hall,1,27,false
1020,Town Planning,Unauthorised / Illegal construction,15,21,false
1020,Town Planning,Misuse of Community Hall,1,11,false
1020,Town Planning,Parking Issue,1,7,false
1020,Town Planning,Unauthorised / Illegal construction,15,12,true
